node_id,x_um,y_um,z_um,jax_temperature_K,elmer_temperature_K,elmer_minus_jax_K
33,-5.00000000000003775e-01,-5.97913037155069826e+00,2.21999999999999975e+00,3.13115061898260080e+02,3.13115061898212502e+02,-4.75779415864963084e-11
34,4.99999999999999445e-01,-3.96862696659688563e+00,2.21999999999999975e+00,3.14251724081666850e+02,3.14251724082770920e+02,1.10406972453347407e-09
35,4.00000000000000000e+00,-9.79717439317882566e-16,2.21999999999999975e+00,3.17801091090825651e+02,3.17801091098076313e+02,7.25066229279036634e-09
36,-5.00000000000000888e-01,-3.96862696659688563e+00,2.21999999999999975e+00,3.14261708327927522e+02,3.14261708327386543e+02,-5.40978817298309878e-10
37,4.99999999999999445e-01,-3.96862696659688563e+00,2.35999999999999988e+00,3.14305645955386979e+02,3.14305645956492242e+02,1.10526343632955104e-09
38,4.00000000000000000e+00,-9.79717439317882566e-16,2.35999999999999988e+00,3.17825001487273198e+02,3.17825001494547962e+02,7.27476390238734894e-09
39,-5.00000000000000888e-01,-3.96862696659688563e+00,2.35999999999999988e+00,3.14309082472312355e+02,3.14309082471760178e+02,-5.52176970813889056e-10
40,-7.50000000000000000e-01,-5.75000000000000000e+00,2.79999999999999982e+00,3.14177498372162859e+02,3.14177498372252330e+02,8.94715412869118154e-11
41,-7.50000000000000000e-01,-5.75000000000000000e+00,2.35999999999999988e+00,3.14080751327437213e+02,3.14080751327483540e+02,4.63273863715585321e-11
42,-7.50000000000000000e-01,-4.25000000000000000e+00,2.79999999999999982e+00,3.14485940502071060e+02,3.14485940501928553e+02,-1.42506451084045693e-10
43,-7.50000000000000000e-01,-4.25000000000000000e+00,2.35999999999999988e+00,3.14616217953314049e+02,3.14616217952900797e+02,-4.13251655118074268e-10
44,-5.00000000000000000e-01,-5.75000000000000000e+00,2.79999999999999982e+00,3.14175498909577300e+02,3.14175498909664611e+02,8.73114913702011108e-11
45,-5.00000000000000000e-01,-5.75000000000000000e+00,2.35999999999999988e+00,3.14083277107312426e+02,3.14083277107388028e+02,7.56017470848746598e-11
46,-5.00000000000000000e-01,-4.25000000000000000e+00,2.79999999999999982e+00,3.14481038234352923e+02,3.14481038234218715e+02,-1.34207311930367723e-10
47,-5.00000000000000000e-01,-4.25000000000000000e+00,2.35999999999999988e+00,3.14495357174416824e+02,3.14495357174155458e+02,-2.61366039921995252e-10
48,5.00000000000000000e-01,-5.75000000000000000e+00,2.79999999999999982e+00,3.14174592713312222e+02,3.14174592713713309e+02,4.01087163481861353e-10
