node_id,x_um,y_um,z_um,jax_temperature_K,elmer_temperature_K,elmer_minus_jax_K
106,1.00000000000000000e+01,-7.49999999999999911e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
107,1.00000000000000000e+01,-6.24999999999999911e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000114e+02,1.13686837721616030e-13
108,1.00000000000000000e+01,-5.00000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
109,1.00000000000000000e+01,-3.74999999999999956e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
110,1.00000000000000000e+01,-2.50000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000000e+02,0.00000000000000000e+00
111,1.00000000000000000e+01,-1.25000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
112,1.00000000000000000e+01,0.00000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000000e+02,0.00000000000000000e+00
113,1.00000000000000000e+01,1.25000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
114,1.00000000000000000e+01,2.50000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,2.99999999999999943e+02,-5.68434188608080149e-14
115,1.00000000000000000e+01,3.74999999999999956e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000000e+02,0.00000000000000000e+00
116,1.00000000000000000e+01,5.00000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
117,1.00000000000000000e+01,6.24999999999999911e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
118,1.00000000000000000e+01,7.49999999999999911e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000000e+02,0.00000000000000000e+00
119,1.00000000000000000e+01,8.75000000000000000e+00,-2.50000000000000000e+00,3.00000000000000000e+02,3.00000000000000057e+02,5.68434188608080149e-14
