cell_id,node_0,node_1,node_2,node_3,region_id,region_name
5050,8022,5310,4677,5214,0,silica
5051,8747,8827,8027,4672,0,silica
5052,4736,4722,1728,5060,0,silica
5053,8756,4022,8604,4023,0,silica
5054,8702,8703,8315,8704,0,silica
5055,9738,9739,968,969,0,silica
5056,8160,5238,10152,10154,0,silica
5057,10741,9481,8146,5322,0,silica
5058,1032,3183,1033,10033,0,silica
5059,8826,2203,2267,2246,0,silica
5060,8857,10024,10563,10913,0,silica
5061,8606,4712,4718,4683,0,silica
5062,8050,8052,6916,6915,0,silica
5063,8162,8160,5238,5241,0,silica
5064,10864,9048,10865,9049,0,silica
5065,9830,10413,10898,10006,0,silica
5066,8319,1118,8877,3315,0,silica
5067,8827,4672,4708,4697,0,silica
5068,10638,8160,10639,10153,0,silica
5069,8420,8421,1036,1035,0,silica
5070,10686,10829,8760,8871,0,silica
5071,8145,9871,10638,4977,0,silica
5072,8063,10914,9590,10856,0,silica
5073,10688,8816,10153,9871,0,silica
5074,10686,10915,10688,10687,0,silica
5075,10916,9738,10733,8759,0,silica
5076,9177,10917,8114,9492,0,silica
5077,8871,2355,2304,2115,0,silica
5078,9831,8704,10772,8703,0,silica
5079,8426,9854,10801,964,0,silica
5080,9481,4722,4736,5060,0,silica
5081,8831,3618,4138,4358,0,silica
5082,10180,1210,6402,1209,0,silica
5083,8315,2115,4698,2268,0,silica
5084,10897,8545,10180,6402,0,silica
5085,10895,10412,10153,10918,0,silica
5086,10703,10748,10817,8266,0,silica
5087,9642,5329,5247,5106,0,silica
5088,9471,10849,10848,10412,0,silica
5089,10179,4289,8831,3618,0,silica
5090,9738,3179,969,968,0,silica
5091,8645,1114,3297,3284,0,silica
5092,8161,4766,8162,1241,0,silica
5093,8092,10919,9174,10744,0,silica
5094,8145,10638,5037,5036,0,silica
5095,968,8306,967,3314,0,silica
5096,10054,10912,10055,9127,0,silica
5097,6962,7001,6545,6546,0,silica
5098,10747,10366,8869,10758,0,silica
5099,9337,3246,6451,1185,0,silica
5100,1238,8586,3433,1207,0,silica
5101,8428,963,1034,3169,0,silica
5102,10605,10000,8305,9727,0,silica
5103,10848,10411,10412,10413,0,silica
5104,8314,2214,2355,2267,0,silica
5105,8314,2214,8871,2355,0,silica
5106,10705,974,3261,3295,0,silica
5107,8857,7406,10920,7223,0,silica
5108,10694,4155,1213,1214,0,silica
5109,8857,10527,10024,10913,0,silica
5110,8418,8425,8420,10898,0,silica
5111,10921,10922,10923,3931,0,silica
5112,8162,4766,5241,5238,0,silica
5113,8857,7223,10563,7406,0,silica
5114,8092,10404,10924,8877,0,silica
5115,10925,10926,7769,8609,0,silica
5116,10030,607,2753,606,0,silica
5117,9739,3283,969,3313,0,silica
5118,9153,9155,10927,9154,0,silica
5119,8320,978,3260,3294,0,silica
5120,6404,3572,4137,4233,0,silica
5121,10928,8876,10929,9739,0,silica
5122,10838,10927,10930,10150,0,silica
5123,10704,8876,8877,2191,0,silica
5124,6529,10931,9177,9492,0,silica
5125,10848,8045,10849,8044,0,silica
5126,8602,10932,9179,9181,0,silica
5127,10502,10933,6970,10934,0,silica
5128,6789,7075,6598,6843,0,silica
5129,8093,10672,8095,2237,0,silica
5130,4853,5797,5794,5796,0,silica
5131,9999,1108,8305,9166,0,silica
5132,1215,3424,10610,1246,0,silica
5133,10925,8608,7769,7770,0,silica
5134,5870,6159,5354,5873,0,silica
5135,10610,1246,4831,9642,0,silica
5136,10824,9473,3350,3383,0,silica
5137,8832,10935,10936,10937,0,silica
5138,10938,10837,10766,10787,0,silica
5139,10748,10740,9451,2249,0,silica
5140,10162,10939,10940,10941,0,silica
5141,8388,10942,8652,10943,0,silica
5142,6850,7074,6991,259,0,silica
5143,10944,8707,10945,10896,0,silica
5144,10946,10449,8484,8862,0,silica
5145,10703,3120,974,1045,0,silica
5146,10947,10948,10949,10950,0,silica
5147,8736,10951,8626,8627,0,silica
5148,8706,10952,10765,10953,0,silica
5149,9306,10954,10955,9141,0,silica
5150,8876,8148,2190,2193,0,silica
5151,10897,10179,8545,6402,0,silica
5152,10180,3434,1210,1209,0,silica
5153,9472,8875,3383,9473,0,silica
5154,10927,9282,10956,10150,0,silica
5155,8908,2191,2173,2266,0,silica
5156,968,8306,3314,9739,0,silica
5157,9737,10817,9883,8266,0,silica
5158,10896,9166,10417,10957,0,silica
5159,10936,10935,10939,10937,0,silica
5160,10958,9307,10104,10923,0,silica
5161,1242,1243,10866,3429,0,silica
5162,8136,8707,8138,9166,0,silica
5163,6910,4023,8604,4268,0,silica
5164,9127,2267,2203,2285,0,silica
5165,8315,2355,2115,2268,0,silica
5166,9831,9832,8704,8703,0,silica
5167,10946,10449,10959,8484,0,silica
5168,8417,3309,966,3277,0,silica
5169,8162,4766,4768,1242,0,silica
5170,9281,10856,9283,9154,0,silica
5171,10688,10819,10727,8816,0,silica
5172,10960,8309,10961,10962,0,silica
5173,9853,10854,8426,9854,0,silica
5174,9481,5159,8146,5322,0,silica
5175,10639,8816,9783,8815,0,silica
5176,1212,1213,10611,9638,0,silica
5177,8763,10922,8764,4304,0,silica
5178,9963,5077,5172,5037,0,silica
5179,8147,8869,2193,2304,0,silica
5180,10963,3350,1038,1037,0,silica
5181,10803,4971,9309,4972,0,silica
5182,8265,8268,8147,8266,0,silica
5183,10964,9480,10963,10918,0,silica
5184,8440,3264,1101,1100,0,silica
5185,10946,10959,10449,10965,0,silica
5186,8318,8319,8320,10532,0,silica
5187,10966,8604,10967,8838,0,silica
5188,10946,8860,10132,8862,0,silica
5189,1236,8586,10844,8605,0,silica
5190,3339,8425,8424,3395,0,silica
5191,10698,10413,9325,10894,0,silica
5192,10732,10733,10819,1040,0,silica
5193,8077,10888,8079,10711,0,silica
5194,9854,8761,8313,8417,0,silica
5195,10411,10825,10895,10414,0,silica
5196,10640,8616,6900,612,0,silica
5197,10968,10969,10970,10743,0,silica
5198,9338,9352,10030,9726,0,silica
5199,9111,954,1025,3166,0,silica
5200,9738,10366,3179,1040,0,silica
5201,8162,1210,1241,3411,0,silica
5202,10054,9127,2267,8826,0,silica
5203,10686,10776,10860,8870,0,silica
5204,9854,8313,8761,8314,0,silica
5205,10131,10946,8860,10132,0,silica
5206,8313,10801,9727,9128,0,silica
5207,8646,1112,9739,9852,0,silica
5208,10971,9166,1108,3218,0,silica
5209,10417,1106,3241,1177,0,silica
5210,10972,8830,10216,10155,0,silica
5211,8330,6764,8485,8482,0,silica
5212,8161,10180,1210,8162,0,silica
5213,8644,986,3318,3289,0,silica
5214,1207,1208,3407,8547,0,silica
5215,8313,8148,8314,2190,0,silica
5216,7715,9590,7716,7718,0,silica
5217,10935,10941,10869,10917,0,silica
5218,10688,10777,9871,10776,0,silica
5219,9472,3383,8875,1178,0,silica
5220,10605,10841,1106,1105,0,silica
5221,8162,10866,10611,10154,0,silica
5222,10928,9726,8909,2173,0,silica
5223,10639,10876,10153,10859,0,silica
5224,9739,3313,1111,3283,0,silica
5225,9952,3922,4170,3866,0,silica
5226,10973,10877,10974,6404,0,silica
5227,8308,3912,8493,4303,0,silica
5228,8550,10879,2584,493,0,silica
5229,8667,8871,9482,8870,0,silica
5230,10975,10976,10977,6990,0,silica
5231,6764,8485,10706,5119,0,silica
5232,10897,8545,10698,10180,0,silica
5233,6764,8861,10706,8485,0,silica
5234,8042,8228,8044,8043,0,silica
5235,8417,3309,1108,1107,0,silica
5236,8043,8829,8045,10978,0,silica
5237,6764,8484,8482,8862,0,silica
5238,10979,8321,10980,10981,0,silica
5239,10982,8908,8909,10673,0,silica
5240,6493,10983,10984,10985,0,silica
5241,5358,8161,10752,10751,0,silica
5242,8129,8718,8491,8595,0,silica
5243,6901,379,378,2792,0,silica
5244,8342,10986,9513,10987,0,silica
5245,5884,5341,5886,5252,0,silica
5246,8548,8550,8139,8137,0,silica
5247,8784,3265,3322,1103,0,silica
5248,10988,10989,10216,10990,0,silica
5249,10841,3293,3282,1106,0,silica
5250,8784,960,10053,961,0,silica
5251,10991,2603,10018,266,0,silica
5252,9339,9128,2285,2172,0,silica
5253,9326,5311,5070,5061,0,silica
5254,6496,10992,6493,10985,0,silica
5255,9964,5061,5172,5311,0,silica
5256,7775,8127,10903,3338,0,silica
5257,10366,8760,8759,8148,0,silica
5258,10991,267,2603,266,0,silica
5259,10993,10994,10989,9115,0,silica
5260,10928,8909,10929,2173,0,silica
5261,8744,1027,10537,10538,0,silica
5262,10995,8833,10868,10870,0,silica
5263,10366,10758,8759,8760,0,silica
5264,8314,2214,2285,2190,0,silica
5265,8417,966,8306,3277,0,silica
5266,10751,8160,10752,5358,0,silica
5267,9963,5077,10751,5215,0,silica
5268,8869,2193,2304,2214,0,silica
5269,10742,5037,8145,10638,0,silica
5270,8784,3265,960,961,0,silica
5271,8523,9470,8875,9472,0,silica
5272,9591,959,3143,1030,0,silica
5273,10814,1032,961,3144,0,silica
5274,10848,10893,8045,8044,0,silica
5275,8412,8052,9875,8051,0,silica
5276,10053,8427,962,10033,0,silica
5277,10848,10412,10849,10699,0,silica
5278,8523,9601,1177,1176,0,silica
5279,8306,3277,1109,1108,0,silica
5280,10848,10413,10412,10699,0,silica
5281,9878,7717,10996,10850,0,silica
5282,9390,4228,3931,3889,0,silica
5283,10963,10945,9480,3387,0,silica
5284,9390,9306,10805,9307,0,silica
5285,10875,10153,10152,10997,0,silica
5286,9635,10998,9636,8228,0,silica
5287,8161,8547,1239,3408,0,silica
5288,5883,4772,5109,5341,0,silica
5289,8128,8325,10999,8595,0,silica
5290,8131,6928,8324,8126,0,silica
5291,10938,11000,10837,10787,0,silica
5292,7674,8062,8061,9905,0,silica
5293,4767,4766,6242,1241,0,silica
5294,5968,5173,6152,6389,0,silica
5295,8308,3538,8312,4029,0,silica
5296,10313,2603,487,2625,0,silica
5297,1244,4831,1245,4770,0,silica
5298,8567,6950,6949,7725,0,silica
5299,8746,2201,2203,2245,0,silica
5300,9750,6829,957,958,0,silica
5301,10215,10867,8127,1174,0,silica
5302,6906,8108,10721,1465,0,silica
5303,8745,8078,8748,9109,0,silica
5304,10843,5263,5332,4843,0,silica
5305,10016,6864,9975,5175,0,silica
5306,10611,10610,1244,4831,0,silica
5307,9132,10989,9133,11001,0,silica
5308,6149,4767,4769,5252,0,silica
5309,6926,1171,485,1172,0,silica
5310,8586,4763,1237,4760,0,silica
5311,6279,6242,6146,4765,0,silica
5312,9825,9313,10967,9137,0,silica
5313,6764,8485,8482,8484,0,silica
5314,1214,3435,10610,1245,0,silica
5315,5888,5886,5026,5252,0,silica
5316,1033,8418,10033,1034,0,silica
5317,6150,6226,6155,4769,0,silica
5318,6279,4765,6308,5643,0,silica
5319,10214,10215,9116,10867,0,silica
5320,10215,8828,9134,10867,0,silica
5321,4765,6191,5643,1239,0,silica
5322,10982,611,6900,10879,0,silica
5323,10058,2501,605,488,0,silica
5324,5024,6220,6304,5924,0,silica
5325,5140,6191,4763,5602,0,silica
5326,4763,1238,6191,1239,0,silica
5327,2191,10928,10929,2173,0,silica
5328,8784,3266,10841,1104,0,silica
5329,6427,3222,1122,1123,0,silica
5330,8308,7719,8312,11002,0,silica
5331,8126,8127,10215,8828,0,silica
5332,6585,6586,8864,10046,0,silica
5333,8586,8587,4762,4761,0,silica
5334,10867,1173,6929,487,0,silica
5335,8586,4762,4760,4761,0,silica
5336,7676,6935,7677,7675,0,silica
5337,6926,7775,6928,7773,0,silica
5338,11003,6929,485,486,0,silica
5339,9141,9391,3863,3888,0,silica
5340,8546,8738,1206,1207,0,silica
5341,6892,6906,6891,11004,0,silica
5342,269,270,2378,10101,0,silica
5343,10848,10893,10413,10699,0,silica
5344,10844,4759,4757,4843,0,silica
5345,10416,3217,10058,9678,0,silica
5346,4765,6308,5643,6191,0,silica
5347,1037,10963,10824,9853,0,silica
5348,11005,10787,10766,8646,0,silica
5349,11006,8153,10885,10886,0,silica
5350,10416,1106,3240,1105,0,silica
5351,10751,10638,10742,8160,0,silica
5352,8494,3317,6839,954,0,silica
5353,10844,8669,1234,1203,0,silica
5354,8738,1207,4188,3579,0,silica
5355,8308,7719,11002,6682,0,silica
5356,8128,8129,8325,8595,0,silica
5357,5915,6279,5338,6308,0,silica
5358,11007,490,2668,491,0,silica
5359,8669,5263,4755,4992,0,silica
5360,9325,4845,8547,4762,0,silica
5361,9642,10859,11008,5106,0,silica
5362,9325,8587,8595,9876,0,silica
5363,8151,10063,9354,11009,0,silica
5364,1462,30,6401,6925,0,silica
5365,5140,6386,6165,6308,0,silica
5366,10966,10863,7677,6934,0,silica
5367,8586,4762,4763,4760,0,silica
5368,8161,1240,4764,4766,0,silica
5369,5138,5602,4763,1237,0,silica
5370,6764,8482,9821,8862,0,silica
5371,5139,5140,5138,6186,0,silica
5372,6764,9821,8482,8524,0,silica
5373,8129,8325,8492,8131,0,silica
5374,8838,10045,9885,10046,0,silica
5375,5138,4758,5103,5649,0,silica
5376,8158,7021,8683,10871,0,silica
5377,8126,8829,8324,8325,0,silica
5378,10016,4754,8109,8110,0,silica
5379,6764,8485,5119,5125,0,silica
5380,10703,976,8319,975,0,silica
5381,9325,9326,9876,10006,0,silica
5382,10984,6674,11010,11011,0,silica
5383,9591,1029,958,3182,0,silica
5384,1205,1206,8586,8546,0,silica
5385,6167,5183,6029,5015,0,silica
5386,5138,6186,5602,1237,0,silica
5387,8425,8125,8124,8127,0,silica
5388,9606,4153,3885,3905,0,silica
5389,5266,5651,6351,6361,0,silica
5390,8586,10844,4760,1236,0,silica
5391,4511,5266,5651,6166,0,silica
5392,10961,9131,3879,3881,0,silica
5393,8412,10843,5332,4843,0,silica
5394,9325,5215,4762,4761,0,silica
5395,9112,10890,9654,9653,0,silica
5396,10904,10814,10903,1032,0,silica
5397,5298,6241,5649,5103,0,silica
5398,8321,4170,9952,3922,0,silica
5399,10215,9134,8828,8127,0,silica
5400,6973,8808,6971,6974,0,silica
5401,3339,8425,3395,1033,0,silica
5402,9899,261,2468,262,0,silica
5403,5138,6186,5140,5602,0,silica
5404,6186,5139,5649,5138,0,silica
5405,9132,8738,8323,11001,0,silica
5406,5891,5890,5889,5353,0,silica
5407,8830,4147,3880,4148,0,silica
5408,5138,1236,4758,5649,0,silica
5409,9591,3182,1028,1029,0,silica
5410,5138,4763,4760,1237,0,silica
5411,5298,6030,5139,6219,0,silica
5412,6167,6029,6222,5015,0,silica
5413,10975,9159,11012,10976,0,silica
5414,6029,5256,5898,5015,0,silica
5415,6186,5139,6219,5649,0,silica
5416,7674,10899,9885,10046,0,silica
5417,5184,5901,5139,6030,0,silica
5418,11003,7015,6971,2669,0,silica
5419,5298,4735,6166,6241,0,silica
5420,6523,4950,6878,5035,0,silica
5421,6949,4913,4478,5154,0,silica
5422,8312,8311,3967,1472,0,silica
5423,4510,5255,4508,6166,0,silica
5424,9021,7704,11013,10862,0,silica
5425,7676,10045,7677,10881,0,silica
5426,4502,4500,6894,5308,0,silica
5427,8508,3761,3758,4118,0,silica
5428,6931,6618,6932,6774,0,silica
5429,11006,8068,8069,8845,0,silica
5430,6925,1462,6891,6953,0,silica
5431,5298,6166,6030,6241,0,silica
5432,8508,3758,3756,4118,0,silica
5433,6521,4180,1559,3630,0,silica
5434,6933,10881,7677,6934,0,silica
5435,11014,11015,9651,11016,0,silica
5436,6464,4377,7781,4178,0,silica
5437,3948,11017,3626,4173,0,silica
5438,11018,8063,10914,11009,0,silica
5439,9906,481,2705,482,0,silica
5440,1682,1233,4756,4755,0,silica
5441,7023,8130,10871,10865,0,silica
5442,5266,6241,5651,6166,0,silica
5443,10016,9975,6864,11019,0,silica
5444,5014,5016,5017,5966,0,silica
5445,5893,5017,5899,5297,0,silica
5446,6241,5103,6351,5649,0,silica
5447,6029,5898,5256,5901,0,silica
5448,6493,10985,10984,9244,0,silica
5449,8874,8419,10898,10848,0,silica
5450,6834,6974,6835,6935,0,silica
5451,10215,9134,8127,10867,0,silica
5452,5015,6167,5183,4727,0,silica
5453,4502,1674,4500,4914,0,silica
5454,10984,8664,11010,9244,0,silica
5455,8508,9050,8676,8327,0,silica
5456,6907,5152,6876,5034,0,silica
5457,7006,6950,1681,4506,0,silica
5458,5255,5642,5184,6030,0,silica
5459,10572,8975,8950,6710,0,silica
5460,6893,1665,45,4482,0,silica
5461,8508,3902,3761,4118,0,silica
5462,6949,5141,5340,5012,0,silica
5463,6893,4482,1658,4944,0,silica
5464,6894,5155,5308,5012,0,silica
5465,5308,6812,6894,4502,0,silica
5466,8160,10752,8162,10154,0,silica
5467,6891,6906,6908,1463,0,silica
5468,7587,6489,6932,6618,0,silica
5469,49,53,4513,6319,0,silica
5470,8823,1166,480,1167,0,silica
5471,6812,5170,5303,5151,0,silica
5472,4502,4503,1673,4914,0,silica
5473,6930,7747,8825,1466,0,silica
5474,4505,1671,4501,5150,0,silica
5475,6876,5033,5034,5325,0,silica
5476,1670,49,6319,31,0,silica
5477,6924,6920,6864,33,0,silica
5478,6953,6876,6954,5033,0,silica
5479,9584,8109,11019,9586,0,silica
5480,6906,1678,6908,1463,0,silica
5481,3461,1459,1460,6459,0,silica
5482,7281,716,3082,717,0,silica
5483,6893,6399,6864,45,0,silica
5484,6864,5033,5325,4946,0,silica
5485,1673,1672,5170,4503,0,silica
5486,6851,6853,6547,6854,0,silica
5487,4756,1235,6351,5103,0,silica
5488,963,3169,8428,8426,0,silica
5489,10844,1234,4757,1235,0,silica
5490,9975,4947,5176,5175,0,silica
5491,9750,957,10538,10055,0,silica
5492,6834,9904,11020,262,0,silica
5493,8039,6457,7977,8040,0,silica
5494,8011,8414,7767,2295,0,silica
5495,1209,8545,10180,8547,0,silica
5496,6907,5151,5344,5152,0,silica
5497,11021,6972,7674,9115,0,silica
5498,6954,4754,10016,8110,0,silica
5499,5139,5140,6186,5958,0,silica
5500,9652,9112,8154,10711,0,silica
5501,8110,31,4753,1233,0,silica
5502,9326,10006,10825,9875,0,silica
5503,8668,30,8110,3412,0,silica
5504,9132,4041,8159,8738,0,silica
5505,8109,10843,5019,9539,0,silica
5506,11022,6450,9543,3886,0,silica
5507,6879,3340,6473,1164,0,silica
5508,6166,5298,5255,4735,0,silica
5509,8050,8051,10861,8055,0,silica
5510,4510,1684,5255,1685,0,silica
5511,8586,4759,10844,8587,0,silica
5512,5183,5184,5255,5642,0,silica
5513,3866,8321,9952,11023,0,silica
5514,6545,7051,6452,7052,0,silica
5515,6949,6894,4913,5154,0,silica
5516,6534,4811,4828,4812,0,silica
5517,1234,1682,4756,5266,0,silica
5518,9784,1042,3370,1043,0,silica
5519,8109,4992,4754,4993,0,silica
5520,6953,4751,6954,1670,0,silica
5521,6950,4950,5141,5012,0,silica
5522,8126,7773,10903,8492,0,silica
5523,8605,10865,8587,10842,0,silica
5524,6812,5170,4503,4914,0,silica
5525,11024,11025,6546,7001,0,silica
5526,6953,4750,1670,4505,0,silica
5527,8821,11026,8823,10977,0,silica
5528,8012,2351,2299,2217,0,silica
5529,8171,7586,11027,11028,0,silica
5530,5894,5892,5893,5055,0,silica
5531,6893,6864,4946,1658,0,silica
5532,6930,1467,7017,1468,0,silica
5533,11003,10313,11021,6929,0,silica
5534,6918,6534,7697,6467,0,silica
5535,6920,6923,9974,6921,0,silica
5536,8128,8325,8129,8131,0,silica
5537,8077,10418,1022,951,0,silica
5538,7910,4881,4907,4906,0,silica
5539,11029,9160,10884,11030,0,silica
5540,4755,4514,1233,4753,0,silica
5541,8021,10386,10387,10901,0,silica
5542,8013,2351,2217,2308,0,silica
5543,6919,4480,1667,4481,0,silica
5544,8050,5008,9538,5007,0,silica
5545,6914,8154,6881,11031,0,silica
5546,10993,8131,8323,8130,0,silica
5547,8110,4753,4754,4992,0,silica
5548,8844,6955,8070,10909,0,silica
5549,6933,11032,10976,11033,0,silica
5550,7027,3665,3668,3667,0,silica
5551,6879,6909,11034,10089,0,silica
5552,8026,10204,9108,9109,0,silica
5553,8160,10152,5238,5105,0,silica
5554,10016,8109,9975,11019,0,silica
5555,9131,9133,9132,10994,0,silica
5556,8440,3264,959,3324,0,silica
5557,10308,9245,6993,946,0,silica
5558,8071,948,947,3138,0,silica
5559,8747,2359,4672,2106,0,silica
5560,10657,8051,8049,10746,0,silica
5561,8587,10865,8595,9876,0,silica
5562,8508,3902,8327,3761,0,silica
5563,6673,6595,6860,6712,0,silica
5564,11035,8052,6915,6916,0,silica
5565,8050,5064,9539,5008,0,silica
5566,8021,10387,5004,5005,0,silica
5567,6879,3374,6473,6474,0,silica
5568,7767,8414,7766,2348,0,silica
5569,8746,8826,9127,10912,0,silica
5570,10309,7767,7765,11036,0,silica
5571,9591,958,10055,957,0,silica
5572,6718,6839,9474,8849,0,silica
5573,8440,3324,3265,1102,0,silica
5574,8012,10204,8027,9109,0,silica
5575,8050,5069,5022,5328,0,silica
5576,6954,10016,4754,5175,0,silica
5577,6910,6955,8068,8845,0,silica
5578,6926,485,6929,1172,0,silica
5579,8508,3756,3758,3757,0,silica
5580,8823,11033,10977,11026,0,silica
5581,8011,8414,4671,4691,0,silica
5582,8040,10650,7958,11037,0,silica
5583,6907,1666,6876,4479,0,silica
5584,8508,8676,3756,3757,0,silica
5585,8021,5004,8040,5348,0,silica
5586,8412,9875,8052,9876,0,silica
5587,6926,1171,6927,485,0,silica
5588,8747,10912,10746,8827,0,silica
5589,10418,1020,3139,949,0,silica
5590,9974,5052,9586,5176,0,silica
5591,11038,11039,9284,10956,0,silica
5592,10386,6804,6805,10204,0,silica
5593,6914,10202,10910,6883,0,silica
5594,1202,1203,8668,8070,0,silica
5595,6933,7677,6935,6934,0,silica
5596,953,3165,9111,954,0,silica
5597,9242,2202,2201,2308,0,silica
5598,9749,10538,10537,10055,0,silica
5599,6829,959,3264,958,0,silica
5600,10993,8323,8131,8324,0,silica
5601,10976,11032,10977,11033,0,silica
5602,3237,1167,480,1166,0,silica
5603,6839,952,3311,3267,0,silica
5604,6839,1095,3281,1096,0,silica
5605,1100,601,8439,6875,0,silica
5606,6875,599,1098,600,0,silica
5607,6718,7233,9474,6843,0,silica
5608,6718,364,6843,2747,0,silica
5609,10992,7722,11040,11041,0,silica
5610,9474,7233,8849,2209,0,silica
5611,7957,4737,4705,1722,0,silica
5612,1097,3251,1098,599,0,silica
5613,600,6875,599,2812,0,silica
5614,1097,598,2601,599,0,silica
5615,1097,2601,3251,599,0,silica
5616,9750,957,10055,958,0,silica
5617,2601,482,481,1168,0,silica
5618,1097,3238,2601,598,0,silica
5619,1551,4407,6534,1643,0,silica
5620,9242,2202,6613,9474,0,silica
5621,1096,2506,598,597,0,silica
5622,3237,597,1096,1095,0,silica
5623,2601,3251,482,1168,0,silica
5624,481,480,2506,1167,0,silica
5625,10899,9115,10900,10994,0,silica
5626,8060,6944,6946,8061,0,silica
5627,347,7189,7192,346,0,silica
5628,3237,480,597,2504,0,silica
5629,3237,1166,480,2504,0,silica
5630,8439,9339,9338,8440,0,silica
5631,11006,11042,8153,10886,0,silica
5632,481,1167,2506,3238,0,silica
5633,6702,6704,6703,2141,0,silica
5634,10888,8949,8975,10889,0,silica
5635,6709,10439,8183,8415,0,silica
5636,1096,3238,2506,1167,0,silica
5637,480,479,2504,1166,0,silica
5638,3237,1166,2504,1095,0,silica
5639,10884,11043,11015,11030,0,silica
5640,11044,6999,6890,10885,0,silica
5641,6493,10983,10992,11045,0,silica
5642,3214,1098,600,1099,0,silica
5643,3214,1098,1169,2589,0,silica
5644,3214,1169,483,2589,0,silica
5645,1170,1171,3254,484,0,silica
5646,10045,7674,11046,9521,0,silica
5647,3214,600,2589,483,0,silica
5648,6167,4509,1692,1691,0,silica
5649,5298,6030,6219,6241,0,silica
5650,8784,10801,9128,9727,0,silica
5651,9325,8595,8587,8588,0,silica
5652,8440,603,1101,1102,0,silica
5653,1170,3254,1099,2590,0,silica
5654,1170,3214,483,2590,0,silica
5655,6945,9906,8061,9905,0,silica
5656,9132,4225,4188,4148,0,silica
5657,8428,10033,8427,9832,0,silica
5658,6875,1097,6839,6830,0,silica
5659,6954,30,6925,6401,0,silica
5660,6842,3319,6613,3262,0,silica
5661,11047,6501,6503,6504,0,silica
5662,3251,1169,482,1168,0,silica
5663,3237,480,2506,597,0,silica
5664,8149,8828,9600,10427,0,silica
5665,3237,2506,480,1167,0,silica
5666,6926,9531,1171,3337,0,silica
5667,8308,10961,6680,4226,0,silica
5668,1097,2601,3238,1168,0,silica
5669,3251,2589,1169,1098,0,silica
5670,3251,2589,1098,599,0,silica
5671,1098,599,2589,600,0,silica
5672,8076,940,8004,1011,0,silica
5673,1100,601,602,8439,0,silica
5674,6919,1668,1667,4480,0,silica
5675,8784,10841,9339,9678,0,silica
5676,961,10033,10053,962,0,silica
5677,2601,482,3251,599,0,silica
5678,2601,481,598,3238,0,silica
5679,11048,6959,6958,6555,0,silica
5680,3251,482,2589,599,0,silica
5681,3902,8508,8327,4230,0,silica
5682,6521,6522,6471,6491,0,silica
5683,2359,4708,8315,8827,0,silica
5684,600,601,2590,1099,0,silica
5685,10204,10902,8028,11037,0,silica
5686,6829,1099,3323,1100,0,silica
5687,3254,1171,2500,484,0,silica
5688,8064,8063,9589,11049,0,silica
5689,9750,10055,959,958,0,silica
5690,6919,5154,4481,4752,0,silica
5691,11050,11051,10540,2379,0,silica
5692,1170,2590,483,484,0,silica
5693,3254,2500,1171,1100,0,silica
5694,8744,3167,10538,955,0,silica
5695,8830,3882,4147,4138,0,silica
5696,3254,1100,601,2500,0,silica
5697,3254,601,2590,484,0,silica
5698,7016,5044,1561,5068,0,silica
5699,6583,6910,6955,4231,0,silica
5700,6644,5302,8768,4787,0,silica
5701,485,1171,484,2500,0,silica
5702,7022,7023,10123,8130,0,silica
5703,9416,8149,8064,10214,0,silica
5704,3239,1172,1173,486,0,silica
5705,10179,11001,8545,1207,0,silica
5706,8849,6839,598,597,0,silica
5707,6784,6657,7187,7797,0,silica
5708,9474,6701,6715,2211,0,silica
5709,6945,483,1169,482,0,silica
5710,9111,1026,8744,3166,0,silica
5711,2508,485,3215,1172,0,silica
5712,485,3215,1172,1171,0,silica
5713,1097,1096,6839,3317,0,silica
5714,485,3215,1171,2500,0,silica
5715,3239,486,1173,2489,0,silica
5716,3239,1173,1102,2489,0,silica
5717,3239,603,486,2489,0,silica
5718,11052,11053,6433,6913,0,silica
5719,602,3215,485,2500,0,silica
5720,10605,3241,10417,1106,0,silica
5721,1170,3214,1169,483,0,silica
5722,602,1100,3215,2500,0,silica
5723,8471,2685,8436,272,0,silica
5724,598,1096,597,6839,0,silica
5725,8021,5348,10650,5310,0,silica
5726,8070,1202,1203,3628,0,silica
5727,8162,1243,10611,10866,0,silica
5728,3214,600,2590,1099,0,silica
5729,9750,8784,8440,960,0,silica
5730,1170,1099,3214,2590,0,silica
5731,8426,9831,8428,8427,0,silica
5732,8465,8146,9147,10757,0,silica
5733,9531,3396,6944,1171,0,silica
5734,2193,9852,8876,8148,0,silica
5735,9049,8059,9876,9875,0,silica
5736,968,10733,9738,3179,0,silica
5737,9652,8154,9112,9653,0,silica
5738,6830,3263,956,957,0,silica
5739,8315,4713,8827,4708,0,silica
5740,9591,3143,1029,1030,0,silica
5741,6613,1093,3319,3267,0,silica
5742,10864,8605,10909,1203,0,silica
5743,9375,11054,11055,6901,0,silica
5744,8784,10841,9678,1104,0,silica
5745,8315,4698,4713,4708,0,silica
5746,8327,11056,8508,9050,0,silica
5747,9854,8417,965,966,0,silica
5748,8050,5064,8052,9539,0,silica
5749,8705,4722,5060,4678,0,silica
5750,8547,1239,1208,3407,0,silica
5751,2359,4708,4698,8315,0,silica
5752,10416,606,2501,489,0,silica
5753,10916,8761,9854,966,0,silica
5754,9963,5070,9326,5311,0,silica
5755,9175,9152,3192,1188,0,silica
5756,8761,8306,8417,966,0,silica
