field_index,source_node_id,jax_potential_V,elmer_potential_V,elmer_minus_jax_V
38,1212,6.36693514377217440e-01,6.36693514425008211e-01,4.77907713403169510e-11
39,1213,6.31373928597143030e-01,6.31373928607809720e-01,1.06666897536911165e-11
40,1214,6.26049331113513019e-01,6.26049331138485599e-01,2.49725795598010336e-11
41,1215,6.20724119930707974e-01,6.20724119943423358e-01,1.27153843010319179e-11
42,1216,6.15388636106038667e-01,6.15388636114384879e-01,8.34621260992207681e-12
43,1217,6.10058030180383848e-01,6.10058030161536258e-01,-1.88475901552465075e-11
44,1218,6.04714762651142657e-01,6.04714762648142279e-01,-3.00037772404948555e-12
45,1219,5.99394129879388338e-01,5.99394129867480863e-01,-1.19074750060121914e-11
46,1220,5.94059001185687330e-01,5.94059001172160706e-01,-1.35266242651255197e-11
47,1221,5.88707363840519471e-01,5.88707363853234078e-01,1.27146071449146802e-11
48,1222,5.83379405580171206e-01,5.83379405551773589e-01,-2.83976175907696415e-11
49,1223,5.78057336273627320e-01,5.78057336248059550e-01,-2.55677701233025800e-11
50,1224,5.72722395406680684e-01,5.72722395356747849e-01,-4.99328356440287280e-11
51,1225,5.67372005888910569e-01,5.67372005841112914e-01,-4.77976547230696269e-11
52,1226,5.62053743702520037e-01,5.62053743669375994e-01,-3.31440430656471108e-11
53,1227,5.56707459940546157e-01,5.56707459927154424e-01,-1.33917321676335632e-11
54,1228,5.51386612111923191e-01,5.51386612084945327e-01,-2.69778643868789914e-11
55,1229,5.46038582054867438e-01,5.46038582008859796e-01,-4.60076421404664870e-11
56,1230,5.40705198272355414e-01,5.40705198243921825e-01,-2.84335888167674966e-11
57,1231,5.35366456954466718e-01,5.35366456937731106e-01,-1.67356128955020722e-11
58,1232,5.30013833494444309e-01,5.30013833508201637e-01,1.37573286096426273e-11
59,1233,6.87039374403844993e-01,6.87039374419206816e-01,1.53618229248309035e-11
60,1234,6.83094053192208173e-01,6.83094053203815554e-01,1.16073817224560116e-11
61,1235,6.78404846513171456e-01,6.78404846538925632e-01,2.57541765691371438e-11
62,1236,6.73418398766042925e-01,6.73418398780860628e-01,1.48177026204621143e-11
63,1237,6.68317878178937064e-01,6.68317878197910220e-01,1.89731563793316127e-11
64,1238,6.63125265890463833e-01,6.63125265925036622e-01,3.45727890760372247e-11
65,1239,6.57884153318008424e-01,6.57884153345254075e-01,2.72456501804185791e-11
66,1240,6.52614720931619319e-01,6.52614720952210403e-01,2.05910843931178533e-11
67,1241,6.47322598091457202e-01,6.47322598128263649e-01,3.68064467792805772e-11
68,1242,6.42025302092225192e-01,6.42025302091413286e-01,-8.11906097908376978e-13
