field_index,source_node_id,jax_potential_V,elmer_potential_V,elmer_minus_jax_V
590,3475,4.37017397171819644e-01,4.37017397122152151e-01,-4.96674923411433156e-11
591,3476,3.51988290845640039e-01,3.51988290952162164e-01,1.06522124454500045e-10
592,3477,5.00781158237446622e-01,5.00781158312497143e-01,7.50505213531482696e-11
593,3478,4.52997675330629179e-01,4.52997675330494565e-01,-1.34614541735800231e-13
594,3479,6.50600114641228106e-02,6.50600115263008372e-02,6.21780266163440842e-11
595,3480,4.79524154168667893e-01,4.79524154185127838e-01,1.64599445184876458e-11
596,3481,2.61657645439234809e-01,2.61657645541376105e-01,1.02141295421631639e-10
597,3482,2.08519543798976997e-01,2.08519543914598010e-01,1.15621012763966746e-10
598,3483,3.99815152123983719e-01,3.99815152057278023e-01,-6.67056965220069742e-11
599,3484,4.21081398714070965e-01,4.21081398660124728e-01,-5.39462363668974376e-11
600,3485,4.74215948318920055e-01,4.74215948335776682e-01,1.68566272051862143e-11
601,3486,5.06089901516894147e-01,5.06089901574515388e-01,5.76212411118603995e-11
602,3487,4.90155684513522372e-01,4.90155684574749506e-01,6.12271344735404455e-11
603,3488,4.42332138768006977e-01,4.42332138739389036e-01,-2.86179413500065039e-11
604,3489,3.89241000568167961e-01,3.89241000520681613e-01,-4.74863481869647330e-11
605,3490,3.78560231007258496e-01,3.78560231019622551e-01,1.23640542248892871e-11
606,3491,2.77597276090577383e-01,2.77597276163265683e-01,7.26882998236533240e-11
607,3492,1.39475192060250192e-01,1.39475192223686872e-01,1.63436680855610916e-10
608,3493,1.02232632648810703e-01,1.02232632510685928e-01,-1.38124775506121011e-10
609,3494,2.88226277158822153e-01,2.88226277243407825e-01,8.45856718001414265e-11
610,3495,4.63578033721218641e-01,4.63578033734010853e-01,1.27922117343359787e-11
611,3496,2.29814965676688715e-01,2.29814965849440861e-01,1.72752145921606370e-10
612,3497,2.13830900313916994e-01,2.13830900402785157e-01,8.88681628286036585e-11
613,3498,1.50072803306320640e-01,1.50072803326633974e-01,2.03133343479322548e-11
614,3499,5.16732919209611952e-01,5.16732919245840305e-01,3.62283536503582582e-11
615,3500,2.82954240356660558e-01,2.82954240427989279e-01,7.13287207076973573e-11
616,3501,1.55429246825329659e-01,1.55429246803090781e-01,-2.22388774062665107e-11
617,3502,5.11452312335314296e-01,5.11452312390970554e-01,5.56562573805763350e-11
618,3503,4.84832996474233557e-01,4.84832996508692771e-01,3.44592132606180712e-11
619,3504,4.05128838413217840e-01,4.05128838348837839e-01,-6.43800013300221963e-11
620,3505,3.67934333434952465e-01,3.67934333499361998e-01,6.44095332624772254e-11
621,3506,3.41365626931261490e-01,3.41365627053773990e-01,1.22512500144722480e-10
622,3507,2.93546770937503920e-01,2.93546771017244523e-01,7.97406030095260121e-11
623,3508,1.66005059677956535e-01,1.66005059635492641e-01,-4.24638935125898342e-11
624,3509,1.28805759573393186e-01,1.28805759777447487e-01,2.04054301233824731e-10
625,3510,4.68941614037868160e-01,4.68941614040536081e-01,2.66792143932548242e-12
626,3511,3.73293145537351656e-01,3.73293145571723606e-01,3.43719497308825339e-11
627,3512,1.81954012722879782e-01,1.81954012734831860e-01,1.19520782160265071e-11
628,3513,4.15771314990783347e-01,4.15771314942104120e-01,-4.86792273157732325e-11
629,3514,3.62662239442625212e-01,3.62662239526925112e-01,8.42999003936029112e-11
630,3515,4.95517212323802969e-01,4.95517212399734286e-01,7.59313167897346375e-11
631,3516,3.57302828923102223e-01,3.57302829020733625e-01,9.76314029621505597e-11
632,3517,3.30781790716573709e-01,3.30781790784912044e-01,6.83383349908694981e-11
633,3518,2.98852585763809742e-01,2.98852585811895832e-01,4.80860906648672426e-11
634,3519,4.26439255451052435e-01,4.26439255405864137e-01,-4.51882975482931215e-11
635,3520,3.20107465725026186e-01,3.20107465755729848e-01,3.07036618352185542e-11
636,3521,2.51034702153574207e-01,2.51034702276404509e-01,1.22830301485521431e-10
637,3522,1.71317690747804480e-01,1.71317690695038577e-01,-5.27659027582672024e-11
638,3523,2.45761608308637164e-01,2.45761608446783769e-01,1.38146605266342704e-10
639,3524,3.09485820246309162e-01,3.09485820265514022e-01,1.92048599245708829e-11
640,3525,2.40447742179059065e-01,2.40447742338758347e-01,1.59699281576664021e-10
641,3526,4.10446279367162992e-01,4.10446279320597573e-01,-4.65654181880381657e-11
642,3527,2.56392062373059726e-01,2.56392062473533910e-01,1.00474184527854504e-10
643,3528,1.18231655578852013e-01,1.18231655579976128e-01,1.12411469022077881e-12
644,3529,8.63495712095110751e-02,8.63495711259758408e-02,-8.35352342853923346e-11
645,3530,9.69218698826558311e-02,9.69218697299389087e-02,-1.52716922441342717e-10
646,3531,4.47644295564855133e-01,4.47644295549773474e-01,-1.50816581445667452e-11
647,3532,1.92620563088231028e-01,1.92620563178532961e-01,9.03019325981802012e-11
648,3533,2.24501551909774999e-01,2.24501552054323400e-01,1.44548401026511897e-10
649,3534,2.66967106131855814e-01,2.66967106232480322e-01,1.00624508725388750e-10
650,3535,2.03247049498642446e-01,2.03247049612724329e-01,1.14081882829353276e-10
651,3536,7.04172308385466600e-02,7.04172308533237978e-02,1.47771378466998726e-11
652,3537,6.23651591097688085e-01,6.23651591079437351e-01,-1.82507342572080233e-11
653,3538,6.55685048087060962e-01,6.55685048073674226e-01,-1.33867361640227500e-11
654,3539,5.91855941515659567e-01,5.91855941540701758e-01,2.50421905434450309e-11
655,3540,9.61574296627506174e-04,9.61574300744911484e-04,4.11740530992937837e-12
656,3541,5.60326197221489908e-01,5.60326197259095493e-01,3.76055853124057649e-11
657,3542,5.28738072564474026e-01,5.28738072567004891e-01,2.53086440693550685e-12
658,3543,6.87753844309045070e-01,6.87753844307874340e-01,-1.17073017946722757e-12
659,3544,3.32929803668024979e-02,3.32929804185785258e-02,5.17760279095114129e-11
660,3545,4.91408229574931410e-02,4.91408229285696732e-02,-2.89234677874894430e-11
661,3546,6.50634541693773522e-02,6.50634542197192911e-02,5.03419389508152904e-11
662,3547,8.08466644113053079e-02,8.08466643831162735e-02,-2.81890344400181903e-11
663,3548,9.68885867955080055e-02,9.68885866639159488e-02,-1.31592056695772897e-10
664,3549,1.12553565721217885e-01,1.12553565629283647e-01,-9.19342380001353376e-11
665,3550,1.29318653384403848e-01,1.29318653562520064e-01,1.78116216220658430e-10
666,3551,1.44751712637806923e-01,1.44751712715664643e-01,7.78577202709129779e-11
667,3552,1.60399752403990903e-01,1.60399752371820303e-01,-3.21705995176557735e-11
668,3553,1.76989807775200403e-01,1.76989807745658922e-01,-2.95414803730409403e-11
669,3554,1.92892172180997884e-01,1.92892172271327322e-01,9.03294383736152895e-11
670,3555,2.08827878163538982e-01,2.08827878260606836e-01,9.70678537548508302e-11
671,3556,2.23750228289521458e-01,2.23750228398874068e-01,1.09352610300206265e-10
672,3557,2.40397354793001172e-01,2.40397354921951467e-01,1.28950294886465144e-10
673,3558,2.56185143466232224e-01,2.56185143566165785e-01,9.99335614260132843e-11
674,3559,2.72732688240580334e-01,2.72732688321603356e-01,8.10230216252705304e-11
675,3560,2.87386276770223326e-01,2.87386276845436828e-01,7.52135020931632425e-11
676,3561,3.04165953528307387e-01,3.04165953550401602e-01,2.20942153461578528e-11
677,3562,3.19748593601426878e-01,3.19748593640583056e-01,3.91561782997484897e-11
678,3563,3.36372233617538541e-01,3.36372233724467673e-01,1.06929132215327627e-10
679,3564,3.52654663456857587e-01,3.52654663546330849e-01,8.94732621325999844e-11
680,3565,3.67797182494481512e-01,3.67797182540679612e-01,4.61981009003409326e-11
681,3566,3.83616369276137015e-01,3.83616369266782664e-01,-9.35435062743295020e-12
682,3567,3.99704595661863504e-01,3.99704595605181456e-01,-5.66820479441787484e-11
683,3568,4.16914275952679325e-01,4.16914276044714094e-01,9.20347686950151456e-11
684,3569,4.48634976514060591e-01,4.48634976524416196e-01,1.03556052621911476e-11
685,3570,4.81378602082755735e-01,4.81378602020661350e-01,-6.20943851892263865e-11
686,3571,5.04314471566095435e-01,5.04314471508836348e-01,-5.72590863612276735e-11
687,3572,6.40045479294663267e-01,6.40045479311987631e-01,1.73243641654607927e-11
688,3573,6.07393374477359083e-01,6.07393374467829150e-01,-9.52993239877741871e-12
689,3574,5.75458390807546571e-01,5.75458390776689921e-01,-3.08566505680119008e-11
690,3575,5.43180389768558758e-01,5.43180389730234525e-01,-3.83242326762456287e-11
691,3576,4.31842200318123315e-01,4.31842200257145148e-01,-6.09781669602682541e-11
692,3577,4.63541058911767279e-01,4.63541058917586568e-01,5.81928949472398926e-12
693,3578,5.16521327051494006e-01,5.16521327098477312e-01,4.69833061345070746e-11
694,3579,6.66470188079495651e-01,6.66470188101112249e-01,2.16165974009641104e-11
695,3580,4.90812946315478837e-01,4.90812946354015400e-01,3.85365628297051899e-11
696,3581,2.59381197591600256e-02,2.59381197372849197e-02,-2.18751058933541742e-11
697,3582,4.19241746615737418e-02,4.19241745693971699e-02,-9.21765719308353937e-11
698,3583,5.81664287709542718e-02,5.81664286633879965e-02,-1.07566275331372196e-10
699,3584,7.37436884930150333e-02,7.37436885951989474e-02,1.02183914107989438e-10
700,3585,8.99570423919359846e-02,8.99570425665310869e-02,1.74595102264696322e-10
701,3586,1.05810492841202600e-01,1.05810492925103222e-01,8.39006225605842815e-11
702,3587,1.21961473174488466e-01,1.21961473097132483e-01,-7.73559827305092540e-11
703,3588,1.37745533988264002e-01,1.37745533836481387e-01,-1.51782614254969417e-10
704,3589,1.53695891403125534e-01,1.53695891325364570e-01,-7.77609643343168955e-11
705,3590,1.69418142100281804e-01,1.69418142148160367e-01,4.78785622259891852e-11
706,3591,1.85360377467244319e-01,1.85360377479843325e-01,1.25990051724755858e-11
707,3592,2.01917264338086044e-01,2.01917264240350364e-01,-9.77356806597384775e-11
708,3593,2.17689893283997793e-01,2.17689893085794173e-01,-1.98203620183079465e-10
709,3594,2.34109439824145144e-01,2.34109439647425838e-01,-1.76719305855499442e-10
710,3595,2.49586171991716455e-01,2.49586171853080740e-01,-1.38635714019841316e-10
711,3596,2.65130522010979142e-01,2.65130521891762561e-01,-1.19216581051517778e-10
712,3597,2.80872436515806123e-01,2.80872436473117326e-01,-4.26887969418032753e-11
713,3598,2.97202519772676310e-01,2.97202519739072246e-01,-3.36040639759005444e-11
714,3599,3.13106944846824331e-01,3.13106944759773687e-01,-8.70506444705654303e-11
715,3600,3.28301185037968346e-01,3.28301184948953717e-01,-8.90146290011273322e-11
716,3601,3.45303739042013558e-01,3.45303738919768677e-01,-1.22244880884636586e-10
717,3602,3.61133123804757816e-01,3.61133123706210535e-01,-9.85472814463150826e-11
718,3603,3.77095628935010141e-01,3.77095628881974954e-01,-5.30351873528900342e-11
719,3604,3.92799338972122047e-01,3.92799338997601499e-01,2.54794518816936488e-11
720,3605,5.45610986690621358e-01,5.45610986725939107e-01,3.53177487255607048e-11
721,3606,5.76055720360569845e-01,5.76055720414344941e-01,5.37750954876514697e-11
722,3607,6.08095104590079538e-01,6.08095104580290147e-01,-9.78939151963231780e-12
723,3608,6.39300451187220231e-01,6.39300451147560289e-01,-3.96599419971721545e-11
724,3609,5.59363592498136608e-01,5.59363592472398308e-01,-2.57383003798850041e-11
725,3610,5.91383809868025634e-01,5.91383809848332831e-01,-1.96928029438936392e-11
726,3611,6.24167737352177010e-01,6.24167737351796093e-01,-3.80917519748891209e-13
727,3612,4.65298112749408965e-01,4.65298112716278189e-01,-3.31307759005028402e-11
728,3613,4.47382493891854749e-01,4.47382493883010879e-01,-8.84387008071030323e-12
729,3614,4.32884075917998434e-01,4.32884075969987681e-01,5.19892462413906742e-11
730,3615,4.16548941040140286e-01,4.16548940991217531e-01,-4.89227547362247606e-11
731,3616,1.77052399472505985e-02,1.77052399852905655e-02,3.80399670096842613e-11
732,3617,6.71068317938113057e-01,6.71068317908401935e-01,-2.97111224512036642e-11
733,3618,6.54661046361203258e-01,6.54661046383802181e-01,2.25989227331524489e-11
734,3619,6.75598328004228366e-01,6.75598328017904426e-01,1.36760602842400658e-11
735,3620,5.32689590026728554e-01,5.32689590013138092e-01,-1.35904620890414662e-11
736,3621,4.74294504891293434e-01,4.74294504920278470e-01,2.89850365930988119e-11
737,3622,5.05582953574672644e-01,5.05582953629844956e-01,5.51723111641422292e-11
738,3623,7.75098523048810360e-03,7.75098521263547190e-03,-1.78526316993443679e-11
739,3624,1.03273357668957864e-02,1.03273357990244716e-02,3.21286851290292219e-11
740,3625,6.87906607861555219e-01,6.87906607861225150e-01,-3.30069305221059039e-13
741,3626,6.86552443866002338e-01,6.86552443862177730e-01,-3.82460729753120177e-12
742,3627,8.73476712174626980e-04,8.73476715238659298e-04,3.06403231779828200e-12
743,3628,6.85877181439308203e-01,6.85877181439544237e-01,2.36033415035308280e-13
744,3629,1.09801199191858967e-03,1.09801198776578353e-03,-4.15280613716428881e-12
745,3630,1.72256788243358447e-03,1.72256789083778954e-03,8.40420506624528496e-12
746,3631,1.79971315794211738e-02,1.79971315874906911e-02,8.06951727660987217e-12
747,3632,2.20170165033182520e-02,2.20170164822250485e-02,-2.10932035726862921e-11
748,3633,2.94526261257684538e-02,2.94526260842479966e-02,-4.15204572112859438e-11
749,3634,2.58428066862236606e-02,2.58428066523227334e-02,-3.39009272043444554e-11
750,3635,3.26710099047377647e-02,3.26710098530486603e-02,-5.16891043855771670e-11
751,3636,1.89128289702583975e-02,1.89128289532365414e-02,-1.70218561468260532e-11
752,3637,2.27364913922223633e-02,2.27364913843179327e-02,-7.90443058229506335e-12
753,3638,1.63834903336221617e-02,1.63834903430517091e-02,9.42954742066959284e-12
754,3639,2.00395180046105056e-02,2.00395180398740512e-02,3.52635455558303335e-11
755,3640,2.60487510699634293e-02,2.60487510787955033e-02,8.83207396107366094e-12
756,3641,1.41096530300208640e-02,1.41096530745496804e-02,4.45288163980483986e-11
757,3642,1.22455125191523045e-02,1.22455125189444847e-02,-2.07819872422021490e-13
758,3643,2.32626681501512632e-02,2.32626682068842773e-02,5.67330141199029470e-11
759,3644,2.87990103508529299e-02,2.87990103738340261e-02,2.29810961926979473e-11
760,3645,3.20945095650364623e-02,3.20945095362663024e-02,-2.87701598655765167e-11
761,3646,3.44791257729863548e-02,3.44791257524955583e-02,-2.04907965595246822e-11
762,3647,3.81274888089939284e-02,3.81274887645030938e-02,-4.44908346275418864e-11
763,3648,4.05687219525943180e-02,4.05687219067382282e-02,-4.58560897587112493e-11
764,3649,4.41863433817326692e-02,4.41863433573767214e-02,-2.43559478141364139e-11
765,3650,4.18928436352276889e-02,4.18928435997684145e-02,-3.54592744056247966e-11
766,3651,4.81749485279793291e-02,4.81749485181203682e-02,-9.85896086991289167e-12
767,3652,4.60184761784216342e-02,4.60184761352422020e-02,-4.31794322519607476e-11
768,3653,5.25077849488700815e-02,5.25077849154318363e-02,-3.34382452282788734e-11
769,3654,5.43002957843679440e-02,5.43002957870196701e-02,2.65172606095376295e-12
770,3655,5.88171823690320922e-02,5.88171823452252676e-02,-2.38068245672629075e-11
771,3656,6.02586614044640784e-02,6.02586614151303102e-02,1.06662317866934586e-11
772,3657,6.49340658161531165e-02,6.49340658220741856e-02,5.92106919050650049e-12
773,3658,6.36793261530444049e-02,6.36793261251919207e-02,-2.78524842078908819e-11
774,3659,6.98496259672195391e-02,6.98496259926958268e-02,2.54762877460734671e-11
775,3660,7.08112083999502123e-02,7.08112084346885357e-02,3.47383233290088356e-11
776,3661,7.58156955391579984e-02,7.58156955889231904e-02,4.97651919673103293e-11
777,3662,7.64565517572529246e-02,7.64565517859009808e-02,2.86480561495494612e-11
778,3663,8.16445179085064088e-02,8.16445179426888157e-02,3.41824069050034041e-11
779,3664,8.15220163167686973e-02,8.15220163844260215e-02,6.76573241875644271e-11
780,3665,8.73066709291743237e-02,8.73066709740908942e-02,4.49165704630161144e-11
781,3666,8.71050830826647499e-02,8.71050830818072830e-02,-8.57466875281431840e-13
782,3667,9.25949767352803599e-02,9.25949767458936479e-02,1.06132880262066465e-11
783,3668,9.31928426790210179e-02,9.31928427459279701e-02,6.69069522007958994e-11
784,3669,9.83780305547459766e-02,9.83780305827923612e-02,2.80463846591416655e-11
785,3670,9.76617547991814466e-02,9.76617547687428089e-02,-3.04386377214527215e-11
786,3671,1.03366434667480855e-01,1.03366434656318465e-01,-1.11623904563984411e-11
787,3672,1.04378735460785618e-01,1.04378735504120690e-01,4.33350716422253868e-11
788,3673,1.09286970124622643e-01,1.09286970135916178e-01,1.12935355511822877e-11
789,3674,1.10658831102656743e-01,1.10658831147100498e-01,4.44437542324038759e-11
790,3675,1.15417388986643943e-01,1.15417389014093513e-01,2.74495703944666047e-11
791,3676,1.13846299642786253e-01,1.13846299640833953e-01,-1.95229943322772215e-12
792,3677,1.19809714733789999e-01,1.19809714762473915e-01,2.86839163532448538e-11
793,3678,1.21726154431074596e-01,1.21726154444156992e-01,1.30823962773973790e-11
794,3679,1.25927864272168427e-01,1.25927864293230746e-01,2.10623185559200010e-11
795,3680,1.28193989165411415e-01,1.28193989127857205e-01,-3.75542097419412357e-11
796,3681,1.32168115940256042e-01,1.32168115926459828e-01,-1.37962141710801234e-11
797,3682,1.34778584913543970e-01,1.34778584826231784e-01,-8.73121852595915016e-11
798,3683,1.38473662397664787e-01,1.38473662355247606e-01,-4.24171808788287308e-11
799,3684,1.41427420798452580e-01,1.41427420698004236e-01,-1.00448344086956354e-10
800,3685,1.44823885239968725e-01,1.44823885189326845e-01,-5.06418795787055842e-11
801,3686,1.35793817689284085e-01,1.35793817721098803e-01,3.18147175271121796e-11
802,3687,1.48111296575710982e-01,1.48111296491498262e-01,-8.42127201305942208e-11
803,3688,1.51185332493599722e-01,1.51185332453169063e-01,-4.04306588208669382e-11
804,3689,1.54795924639173993e-01,1.54795924591575568e-01,-4.75984252013006426e-11
805,3690,1.57517726171559985e-01,1.57517726149882742e-01,-2.16772433336842596e-11
806,3691,1.61371096989891549e-01,1.61371096977108497e-01,-1.27830523943828211e-11
807,3692,1.63779270673779703e-01,1.63779270668926363e-01,-4.85333995214887182e-12
808,3693,1.67833932473452685e-01,1.67833932481358056e-01,7.90537080241904277e-12
809,3694,1.69954605021481020e-01,1.69954605030270045e-01,8.78902506329382049e-12
810,3695,1.74255339148448651e-01,1.74255339176252605e-01,2.78039535839269547e-11
811,3696,1.53967202472399090e-01,1.53967202455701890e-01,-1.66971991788500418e-11
812,3697,1.75995599210907544e-01,1.75995599238422895e-01,2.75153511086756453e-11
813,3698,1.80464932717913890e-01,1.80464932767868458e-01,4.99545682597357654e-11
814,3699,1.81808539040394707e-01,1.81808539094450466e-01,5.40557598682767093e-11
815,3700,1.86457689169445440e-01,1.86457689233368085e-01,6.39226449550278630e-11
816,3701,1.85555432151441518e-01,1.85555432197805681e-01,4.63641625092492404e-11
817,3702,1.91490708822067091e-01,1.91490708865038273e-01,4.29711821681166839e-11
818,3703,1.92234935818621389e-01,1.92234935884899011e-01,6.62776222792871295e-11
819,3704,1.97316863361416656e-01,1.97316863392906577e-01,3.14899217812580900e-11
820,3705,1.97762840487457625e-01,1.97762840552731523e-01,6.52738973982991411e-11
821,3706,2.02879585739061563e-01,2.02879585756737507e-01,1.76759440417839642e-11
822,3707,2.02709085099498060e-01,2.02709085075022694e-01,-2.44753661782226573e-11
823,3708,2.08302385867640022e-01,2.08302385831971137e-01,-3.56688845126740262e-11
824,3709,2.08435492248802562e-01,2.08435492169440961e-01,-7.93616006244945993e-11
825,3710,2.14020693712863891e-01,2.14020693642456183e-01,-7.04077074420439430e-11
826,3711,2.13589913361970501e-01,2.13589913343528059e-01,-1.84424420179851722e-11
827,3712,2.19265289020990101e-01,2.19265288980938167e-01,-4.00519339915916817e-11
828,3713,2.20038120452771796e-01,2.20038120361145451e-01,-9.16263453998311661e-11
829,3714,2.25138530390521091e-01,2.25138530333337861e-01,-5.71832303730701597e-11
830,3715,2.24167162478240312e-01,2.24167162475129661e-01,-3.11065062597037922e-12
831,3716,2.29978423413781052e-01,2.29978423401792920e-01,-1.19881327087512091e-11
832,3717,2.31554658520320589e-01,2.31554658457303109e-01,-6.30174801230509729e-11
833,3718,2.36042328065529688e-01,2.36042328057398665e-01,-8.13102363217410584e-12
834,3719,2.38042722523832073e-01,2.38042722455652084e-01,-6.81799894319823352e-11
835,3720,2.42259264931191792e-01,2.42259264914990474e-01,-1.62013180649012156e-11
836,3721,1.02295854279513210e-01,1.02295854218258056e-01,-6.12551537271244229e-11
837,3722,2.44310115186434029e-01,2.44310115113406084e-01,-7.30279448024617750e-11
838,3723,2.48547004644605773e-01,2.48547004612486910e-01,-3.21188631247082412e-11
839,3724,2.46313778603923450e-01,2.46313778622902158e-01,1.89787074944547385e-11
840,3725,2.52417910471641638e-01,2.52417910479232122e-01,7.59048379705973275e-12
841,3726,2.54979155857752160e-01,2.54979155821348280e-01,-3.64038799105514954e-11
842,3727,2.58597564792978629e-01,2.58597564806689828e-01,1.37111988429694520e-11
843,3728,2.61493565254958316e-01,2.61493565221131652e-01,-3.38266636923378883e-11
844,3729,2.64823609066278443e-01,2.64823609085853673e-01,1.95752303255858351e-11
845,3730,2.68036426259749161e-01,2.68036426232532154e-01,-2.72170064263832501e-11
846,3731,2.71056098987073057e-01,2.71056099009254314e-01,2.21812568312884650e-11
847,3732,2.74549437951996100e-01,2.74549437942929797e-01,-9.06630326369395334e-12
848,3733,2.77255405830702406e-01,2.77255405858172488e-01,2.74700817648465545e-11
849,3734,2.81009458732995487e-01,2.81009458748706864e-01,1.57113766441341340e-11
850,3735,2.83388370320329264e-01,2.83388370359836550e-01,3.95072863312861955e-11
851,3736,2.87402212319606998e-01,2.87402212342794061e-01,2.31870633804476256e-11
852,3737,2.89434581636889954e-01,2.89434581678860992e-01,4.19710377563831116e-11
853,3738,2.93658947016213534e-01,2.93658947024384664e-01,8.17113043893868962e-12
854,3739,2.95350571986282173e-01,2.95350572017599677e-01,3.13175041455338032e-11
855,3740,2.99754114302616781e-01,2.99754114296985896e-01,-5.63088464744510020e-12
856,3741,2.98260667186348027e-01,2.98260667155815062e-01,-3.05329650451824364e-11
857,3742,3.04491405555135819e-01,3.04491405523202419e-01,-3.19334003684446088e-11
858,3743,3.05653789965785849e-01,3.05653789959274558e-01,-6.51129150597284934e-12
859,3744,3.10504496382861928e-01,3.10504496359809312e-01,-2.30526153721655191e-11
860,3745,3.11336497132721268e-01,3.11336497128249012e-01,-4.47225589894628683e-12
861,3746,3.16299682448154540e-01,3.16299682437518215e-01,-1.06363251539676185e-11
862,3747,3.15510197083921695e-01,3.15510197047208341e-01,-3.67133545786657578e-11
863,3748,3.21549049314920177e-01,3.21549049293156974e-01,-2.17632023513658623e-11
864,3749,3.21834569901302714e-01,3.21834569914112689e-01,1.28099753027299812e-11
865,3750,3.27115006593280522e-01,3.27115006604574154e-01,1.12936326956969424e-11
866,3751,3.27180533890935987e-01,3.27180533849044664e-01,-4.18913237432150254e-11
867,3752,3.32710413821133366e-01,3.32710413814601369e-01,-6.53199716538210851e-12
868,3753,3.27080276454096763e-01,3.27080276505646694e-01,5.15499309905464997e-11
869,3754,2.79756547194334959e-01,2.79756547244477183e-01,5.01422237064730325e-11
870,3755,3.33015536677790713e-01,3.33015536621730168e-01,-5.60605450949935857e-11
871,3756,3.38576271711048760e-01,3.38576271684012275e-01,-2.70364841625791996e-11
872,3757,3.37906809441859579e-01,3.37906809469806169e-01,2.79465894870156717e-11
873,3758,3.43725733130381073e-01,3.43725733139242096e-01,8.86102302644076190e-12
874,3759,3.42721070778988612e-01,3.42721070834774655e-01,5.57860424521550158e-11
875,3760,3.48499006009347190e-01,3.48499006048117566e-01,3.87703757986912478e-11
876,3761,3.49765170841432049e-01,3.49765170828339744e-01,-1.30923050178921585e-11
877,3762,3.54421499760890990e-01,3.54421499778999061e-01,1.81080705985436907e-11
878,3763,3.55974380010033009e-01,3.55974379975937893e-01,-3.40951156196922511e-11
879,3764,3.60511029636235492e-01,3.60511029639362324e-01,3.12683212655429088e-12
880,3765,3.58738522918803371e-01,3.58738522957138595e-01,3.83352238841894177e-11
881,3766,3.62440741588079374e-01,3.62440741556102730e-01,-3.19766435552537587e-11
882,3767,3.66755156466956056e-01,3.66755156463040521e-01,-3.91553456324800209e-12
883,3768,3.69321965829259802e-01,3.69321965805736230e-01,-2.35235719792115106e-11
884,3769,3.73153640758978278e-01,3.73153640749767312e-01,-9.21096532380261124e-12
885,3770,3.70680702386333827e-01,3.70680702397252648e-01,1.09188214025834895e-11
886,3771,3.76781776658846213e-01,3.76781776661813839e-01,2.96762614482304343e-12
887,3772,3.79556957338249901e-01,3.79556957331698086e-01,-6.55181464637166755e-12
888,3773,3.82948808924728712e-01,3.82948808921165729e-01,-3.56298324177828363e-12
889,3774,3.86027924231808817e-01,3.86027924230493147e-01,-1.31566979533204176e-12
890,3775,3.89125992947750632e-01,3.89125992937014720e-01,-1.07359121592764950e-11
891,3776,3.92491694976204564e-01,3.92491694972501637e-01,-3.70292685403228461e-12
892,3777,3.95289243008644431e-01,3.95289242990126966e-01,-1.85174653388742172e-11
893,3778,3.98942280353381917e-01,3.98942280350022382e-01,-3.35953487251572369e-12
894,3779,4.01392452292370305e-01,4.01392452272123446e-01,-2.02468597443328235e-11
895,3780,4.05304264465516151e-01,4.05304264470976727e-01,5.46057643546760119e-12
896,3781,4.02940809578959114e-01,4.02940809607818196e-01,2.88590817909550879e-11
897,3782,4.09575833279872625e-01,4.09575833322885552e-01,4.30129265538425898e-11
898,3783,4.11548944947742634e-01,4.11548944959729657e-01,1.19870224857265839e-11
899,3784,4.16009804737305089e-01,4.16009804777145054e-01,3.98399646606151236e-11
900,3785,4.17650709424654265e-01,4.17650709429943923e-01,5.28965760082655834e-12
901,3786,4.22300839535177830e-01,4.22300839565223352e-01,3.00455216262207614e-11
902,3787,4.23576836750731101e-01,4.23576836753951913e-01,3.22081250558881038e-12
903,3788,4.28358925280988345e-01,4.28358925303870708e-01,2.28823626713392514e-11
904,3789,3.91940312919751177e-01,3.91940312897276266e-01,-2.24749108213018189e-11
905,3790,4.27296373806766994e-01,4.27296373854395006e-01,4.76280126449069030e-11
906,3791,4.33475660141899755e-01,4.33475660177175925e-01,3.52761708732884927e-11
907,3792,4.34182692955185023e-01,4.34182692970192574e-01,1.50075507576730161e-11
908,3793,4.39382496529738820e-01,4.39382496551908031e-01,2.21692109114712821e-11
909,3794,4.39748873641873150e-01,4.39748873650302408e-01,8.42925729216403852e-12
910,3795,4.44999971220804869e-01,4.44999971229608937e-01,8.80406858527749137e-12
911,3796,4.44941683395132126e-01,4.44941683408752620e-01,1.36204936218575767e-11
912,3797,4.50544066014035571e-01,4.50544066011652755e-01,-2.38281616660174222e-12
913,3798,4.50321754550294606e-01,4.50321754545592701e-01,-4.70190553159000046e-12
914,3799,4.55836516989203522e-01,4.55836516984995610e-01,-4.20791179678303706e-12
915,3800,4.56387671610151147e-01,4.56387671599716271e-01,-1.04348751861493838e-11
916,3801,4.61612235674968563e-01,4.61612235661001846e-01,-1.39667166720869318e-11
917,3802,4.55345139784116393e-01,4.55345139781901331e-01,-2.21506146758088107e-12
918,3803,2.34461343080468093e-01,2.34461343124152649e-01,4.36845559725895782e-11
919,3804,2.57792524336763085e-01,2.57792524264812195e-01,-7.19508896906972950e-11
920,3805,5.59472848935172046e-02,5.59472849166945049e-02,2.31773003567248281e-11
921,3806,2.61898190980992207e-01,2.61898191044219186e-01,6.32269792077977399e-11
922,3807,3.74252357827842441e-01,3.74252357843620265e-01,1.57778234921579497e-11
923,3808,1.65887921261687499e-01,1.65887921255737175e-01,-5.95032356720537337e-12
924,3809,7.16345437465732843e-02,7.16345437747529373e-02,2.81796530554601077e-11
925,3810,4.62403978471540522e-01,4.62403978445184882e-01,-2.63556398927278224e-11
