node_id,y_um,z_um,jax_temperature_K,elmer_temperature_K,elmer_minus_jax_K
837,4.74999999999999911e+00,-3.43483071998003098e-01,3.49195193858290622e+02,3.49195193858484288e+02,1.93665528058772907e-10
838,4.74999999999999911e+00,-2.24687766350514212e-01,3.53167616936573495e+02,3.53167616936783929e+02,2.10434336622711271e-10
839,4.74999999999999911e+00,-1.37747786983805687e-01,3.56240358542022591e+02,3.56240358542246895e+02,2.24304130824748427e-10
840,4.74999999999999911e+00,-6.85333804337044938e-02,3.58891460172417112e+02,3.58891460172654035e+02,2.36923369811847806e-10
841,4.74999999999999911e+00,7.33333333331483983e-02,3.62276209724415708e+02,3.62276209724671332e+02,2.55624854617053643e-10
842,4.74999999999999911e+00,1.46666666666476403e-01,3.62332526413911182e+02,3.62332526414167035e+02,2.55852228292496875e-10
843,4.74999999999999911e+00,2.90312256478860109e-01,3.65686808274833822e+02,3.65686808275086435e+02,2.52612153417430818e-10
844,4.74999999999999911e+00,3.60625403891530971e-01,3.68526205464123450e+02,3.68526205464375835e+02,2.52384779741987586e-10
845,4.74999999999999911e+00,4.43738971041236496e-01,3.71806595657787227e+02,3.71806595658040180e+02,2.52953213930595666e-10
846,4.74999999999999911e+00,5.58229848891344194e-01,3.76347158529397234e+02,3.76347158529652404e+02,2.55170107266167179e-10
847,4.74999999999999911e+00,7.15943665219980319e-01,3.82777462717899880e+02,3.82777462718159143e+02,2.59262833424145356e-10
848,4.74999999999999911e+00,9.33205804857537569e-01,3.92027091623567401e+02,3.92027091623834110e+02,2.66709321294911206e-10
849,4.74999999999999911e+00,1.23078565731116107e+00,4.05743311996896523e+02,4.05743311997176534e+02,2.80010681308340281e-10
850,4.74999999999999911e+00,1.50745476682354407e+00,4.19753156931425224e+02,4.19753156931720753e+02,2.95528934657340869e-10
851,4.74999999999999911e+00,1.70828700473330297e+00,4.30913865991546800e+02,4.30913865991855459e+02,3.08659764414187521e-10
852,4.74999999999999911e+00,1.85407924376148703e+00,4.39545684660450092e+02,4.39545684660769325e+02,3.19232640322297812e-10
853,4.74999999999999911e+00,1.95991576127837774e+00,4.46143357848617825e+02,4.46143357848945357e+02,3.27531779475975782e-10
854,4.74999999999999911e+00,2.03674678436114887e+00,4.51090270082152472e+02,4.51090270082486541e+02,3.34068772644968703e-10
855,4.74999999999999911e+00,2.09812542210288822e+00,4.55138095667915707e+02,4.55138095668254778e+02,3.39070993504719809e-10
856,4.74999999999999911e+00,2.15906271105148795e+00,4.59235509178653047e+02,4.59235509178997575e+02,3.44527961715357378e-10
857,4.74999999999999911e+00,2.26666666666666705e+00,4.63531497960299930e+02,4.63531497960650142e+02,3.50212303601438180e-10
858,4.74999999999999911e+00,2.31333333333315982e+00,4.63598826214205587e+02,4.63598826214556198e+02,3.50610207533463836e-10
859,4.74999999999999911e+00,2.41536059317736518e+00,4.63083463196877403e+02,4.63083463197228070e+02,3.50667050952324644e-10
860,4.74999999999999911e+00,2.47072118635578875e+00,4.62617983924289831e+02,4.62617983924640214e+02,3.50382833858020604e-10
861,4.74999999999999911e+00,2.52618008802006688e+00,4.62215435052896567e+02,4.62215435053246438e+02,3.49871243088273332e-10
